87600,4.604266176
175200,4.604266176
262800,4.604266176
350400,4.604266176
438000,4.604266176
525600,4.604266176
613200,4.604266176
700800,4.604266176
788400,4.604266176
876000,4.604266176
963600,4.604266176
1051199,4.604266176
1138799,4.522507045
1226399,4.522507045
1313999,4.522507045
1401599,4.522507045
1489199,4.522507045
1576799,4.522507045
1664399,4.522507045
1751999,4.522507045
1839599,4.522507045
1927199,4.522507045
2014799,4.522507045
2102399,4.522507045
2189999,4.431017073
2277599,4.431017073
2365199,4.431017073
2452799,4.431017073
2540399,4.431017073
2627999,4.431017073
2715599,4.431017073
2803199,4.431017073
2890799,4.431017073
2978399,4.431017073
3065999,4.431017073
3153599,4.431017073
3156479,4.431017073
3244079,4.366117817
3331679,4.366117817
3419279,4.366117817
3506879,4.366117817
3594479,4.366117817
3682079,4.366117817
3769679,4.366117817
3857279,4.366117817
3944879,4.366117817
4032479,4.366117817
4120079,4.366117817
4207679,4.366117817
4295279,4.291301068
4382879,4.291301068
4470479,4.291301068
4558079,4.291301068
4645679,4.291301068
4733279,4.291301068
4820879,4.291301068
4908479,4.291301068
4996079,4.291301068
5083679,4.291301068
5171279,4.291301068
5258879,4.291301068
5346479,4.218621941
5434079,4.218621941
5521679,4.218621941
5609279,4.218621941
5696879,4.218621941
5784479,4.218621941
5872079,4.218621941
5959679,4.218621941
6047279,4.218621941
6134879,4.218621941
6222479,4.218621941
6310079,4.218621941
6397679,4.136666437
6485279,4.136666437
6572879,4.136666437
6660479,4.136666437
6748079,4.136666437
6835679,4.136666437
6923279,4.136666437
7010879,4.136666437
7098479,4.136666437
7186079,4.136666437
7273679,4.136666437
7361279,4.136666437
7364159,4.136666437
7451759,4.07935766
7539359,4.07935766
7626959,4.07935766
7714559,4.07935766
7802159,4.07935766
7889759,4.07935766
7977359,4.07935766
8064959,4.07935766
8152559,4.07935766
8240159,4.07935766
8327759,4.07935766
8415359,4.07935766
8502959,4.012622275
8590559,4.012622275
8678159,4.012622275
8765759,4.012622275
8853359,4.012622275
8940959,4.012622275
9028559,4.012622275
9116159,4.012622275
9203759,4.012622275
9291359,4.012622275
9378959,4.012622275
9466559,4.012622275
9554159,3.947723644
9641759,3.947723644
9729359,3.947723644
9816959,3.947723644
9904559,3.947723644
9992159,3.947723644
10079759,3.947723644
10167359,3.947723644
10254959,3.947723644
10342559,3.947723644
10430159,3.947723644
10517759,3.947723644
10605359,3.873981328
10692959,3.873981328
10780559,3.873981328
10868159,3.873981328
10955759,3.873981328
11043359,3.873981328
11130959,3.873981328
11218559,3.873981328
11306159,3.873981328
11393759,3.873981328
11481359,3.873981328
11568959,3.873981328
11571839,3.873981328
11659439,3.823172487
11747039,3.823172487
11834639,3.823172487
11922239,3.823172487
12009839,3.823172487
12097439,3.823172487
12185039,3.823172487
12272639,3.823172487
12360239,3.823172487
12447839,3.823172487
12535439,3.823172487
12623039,3.823172487
12710639,3.763395244
12798239,3.763395244
12885839,3.763395244
12973439,3.763395244
13061039,3.763395244
13148639,3.763395244
13236239,3.763395244
13323839,3.763395244
13411439,3.763395244
13499039,3.763395244
13586639,3.763395244
13674239,3.763395244
13761839,3.705205008
13849439,3.705205008
13937039,3.705205008
14024639,3.705205008
14112239,3.705205008
14199839,3.705205008
14287439,3.705205008
14375039,3.705205008
14462639,3.705205008
14550239,3.705205008
14637839,3.705205008
14725439,3.705205008
14813039,3.638577388
14900639,3.638577388
14988239,3.638577388
15075839,3.638577388
15163439,3.638577388
15251039,3.638577388
15338639,3.638577388
15426239,3.638577388
15513839,3.638577388
15601439,3.638577388
15689039,3.638577388
15776639,3.638577388
15779519,3.638577388
15867119,3.593365237
15954719,3.593365237
16042319,3.593365237
16129919,3.593365237
16217519,3.593365237
16305119,3.593365237
16392719,3.593365237
16480319,3.593365237
16567919,3.593365237
16655519,3.593365237
16743119,3.593365237
16830719,3.593365237
16918319,3.539611472
17005919,3.539611472
17093519,3.539611472
17181119,3.539611472
17268719,3.539611472
17356319,3.539611472
17443919,3.539611472
17531519,3.539611472
17619119,3.539611472
17706719,3.539611472
17794319,3.539611472
17881919,3.539611472
17969519,3.487236009
18057119,3.487236009
18144719,3.487236009
18232319,3.487236009
18319919,3.487236009
18407519,3.487236009
18495119,3.487236009
18582719,3.487236009
18670319,3.487236009
18757919,3.487236009
18845519,3.487236009
18933119,3.487236009
19020719,3.426803623
19108319,3.426803623
19195919,3.426803623
19283519,3.426803623
19371119,3.426803623
19458719,3.426803623
19546319,3.426803623
19633919,3.426803623
19721519,3.426803623
19809119,3.426803623
19896719,3.426803623
19984319,3.426803623
19987199,3.426803623
20074799,3.386435063
20162399,3.386435063
20249999,3.386435063
20337599,3.386435063
20425199,3.386435063
20512799,3.386435063
20600399,3.386435063
20687999,3.386435063
20775599,3.386435063
20863199,3.386435063
20950799,3.386435063
21038399,3.386435063
21125999,3.337921926
21213599,3.337921926
21301199,3.337921926
21388799,3.337921926
21476399,3.337921926
21563999,3.337921926
21651599,3.337921926
21739199,3.337921926
21826799,3.337921926
21914399,3.337921926
